OrderID,ShipMode,OrderPriority,NumberOfProducts,TotalSales,TotalQuantity,TotalProfit,TotalShippingCost
CA-2014-122280,Same Day,High,1,18.76,2,9.0048,4.88
CA-2014-122308,Standard Class,Medium,1,271.764,2,60.392,19.0
CA-2014-122364,Standard Class,Medium,2,1365.48,6,252.37800000000001,102.78999999999999
CA-2014-122490,Standard Class,Medium,4,3321.2780000000002,23,354.8955,339.64
CA-2014-122504,Second Class,Medium,2,821.514,10,80.42819999999999,73.88999999999999
CA-2014-122539,Standard Class,High,3,422.909,13,-28.9195,38.629999999999995
CA-2014-122595,Standard Class,Medium,3,282.688,7,46.9312,13.420000000000002
CA-2014-122644,Standard Class,High,2,29.392000000000003,4,6.539,4.59
CA-2014-122693,Second Class,High,1,1245.86,7,361.2994,192.04
CA-2014-122700,Standard Class,Medium,1,220.752,8,-40.4712,12.86
CA-2014-122707,First Class,High,2,503.22,6,11.1036,85.75999999999999
CA-2014-122735,Second Class,Critical,2,69.66,9,31.347,19.630000000000003
CA-2014-122763,Same Day,High,2,330.76800000000003,9,121.91159999999999,64.54
CA-2014-122770,Standard Class,Medium,4,261.52,19,83.5272,18.66
CA-2014-122798,Standard Class,High,2,122.53,6,36.2185,11.879999999999999
CA-2014-122945,Standard Class,Medium,1,17.31,3,5.193,1.88
CA-2014-122987,Same Day,Medium,2,80.564,7,-12.0292,13.15
CA-2014-122994,First Class,High,1,359.97,3,79.1934,25.28
CA-2014-123001,Standard Class,Low,3,284.984,12,52.325,36.09
CA-2014-123022,Standard Class,Medium,2,367.53000000000003,8,114.387,28.69
CA-2014-123029,Second Class,High,1,159.98,2,47.994,17.42
CA-2014-123036,Standard Class,Medium,2,296.952,6,-47.51,12.77
CA-2014-123043,Standard Class,Medium,2,28.416,5,9.0204,0.87
CA-2014-123071,First Class,High,1,10.368,2,3.6288,1.1
CA-2014-123085,Standard Class,Medium,2,1219.7920000000001,11,423.7296,81.19
CA-2014-123134,Standard Class,High,1,129.93,3,12.993,10.24
CA-2014-123239,Second Class,High,1,91.032,3,-2.2758,8.53
CA-2014-123246,Second Class,Medium,1,10.64,4,2.7664,0.86
CA-2014-123351,Standard Class,Medium,1,80.48,1,24.144,6.1
CA-2014-123372,Standard Class,Medium,2,2059.85,13,530.9545,131.31
CA-2014-123491,Standard Class,Medium,6,1993.772,30,557.3313,120.8
CA-2014-123624,Second Class,High,1,82.95,5,29.0325,6.27
CA-2014-123638,Standard Class,Medium,1,191.646,3,31.941,16.3
CA-2014-123659,First Class,High,1,23.12,4,11.3288,3.71
CA-2014-123687,First Class,High,2,234.2,5,63.30479999999999,28.36
CA-2014-123701,First Class,Medium,1,27.76,4,9.9936,7.03
CA-2014-123778,Standard Class,Medium,2,186.78400000000002,8,57.32639999999999,11.03
CA-2014-123967,Second Class,Medium,2,2690.74,14,247.7558,294.7
CA-2014-123981,Standard Class,Low,1,65.99,1,17.1574,7.89
CA-2014-124086,Standard Class,Medium,1,203.983,2,16.7986,12.8
CA-2014-124114,Same Day,Medium,1,0.556,1,-0.9452,0.08
CA-2014-124191,Second Class,High,1,8.856,3,-6.8634,0.93
CA-2014-124205,Standard Class,High,4,1038.26,17,265.5332,146.42
CA-2014-124261,Standard Class,Medium,1,34.24,8,9.9296,1.02
CA-2014-124296,Standard Class,Medium,2,712.85,7,300.53380000000004,50.56
CA-2014-124401,Standard Class,High,2,317.624,10,82.83890000000001,39.379999999999995
CA-2014-124436,Second Class,High,4,770.2099999999999,15,35.7941,65.97
CA-2014-124576,Second Class,Critical,1,54.896,2,18.5274,6.43
CA-2014-124597,Standard Class,Medium,3,32.088,8,10.4073,1.71
CA-2014-124674,Standard Class,Medium,1,327.7328,2,-14.4588,29.64
CA-2014-124716,Standard Class,High,3,168.57999999999998,7,80.2436,20.93
CA-2014-124744,Standard Class,Medium,3,536.48,15,262.8752,40.59
CA-2014-124765,Standard Class,High,1,723.92,5,-81.441,82.08
CA-2014-124828,First Class,High,1,9.552,3,1.5522,0.75
CA-2014-124898,Standard Class,High,1,184.66,7,84.9436,17.96
CA-2014-124940,Standard Class,Medium,1,47.904,1,-2.994,2.09
CA-2014-125101,Second Class,High,1,67.78,2,16.945,4.24
CA-2014-125115,Same Day,High,2,106.104,5,23.972700000000003,11.53
CA-2014-125199,Standard Class,Low,3,456.512,15,-40.1114,43.65
CA-2014-125269,Standard Class,Medium,2,83.214,6,-36.4485,6.65
CA-2014-125290,Second Class,High,2,40.28,6,15.7488,5.050000000000001
CA-2014-125367,Standard Class,Medium,1,13.92,3,4.35,0.23
CA-2014-125381,Second Class,High,1,107.97,3,22.6737,13.06
CA-2014-125388,Standard Class,Medium,2,89.26,7,23.2076,7.91
CA-2014-125451,First Class,Critical,6,1169.98,22,-54.1212,352.07
CA-2014-125472,First Class,Medium,3,253.86,6,38.7854,13.32
CA-2014-125640,Standard Class,High,1,3.304,1,1.0738,0.6
CA-2014-125745,Standard Class,Medium,1,19.52,2,5.368,1.72
CA-2014-125752,Standard Class,Medium,1,41.424,2,8.2848,2.96
CA-2014-125878,Standard Class,High,1,1.788,3,-3.0396,0.3
CA-2014-125913,Same Day,High,2,427.59200000000004,11,-6.8909,53.18
CA-2014-125990,Standard Class,Medium,1,39.624,3,13.8684,4.41
CA-2014-126046,Standard Class,Medium,1,12.39,3,5.6994,0.45
CA-2014-126067,Standard Class,Medium,4,1278.158,16,295.57620000000003,107.17999999999999
CA-2014-126074,Standard Class,High,4,275.65,22,107.6926,33.18
CA-2014-126123,Standard Class,Medium,2,40.852000000000004,10,-66.0118,1.83
CA-2014-126144,Standard Class,Medium,1,285.576,4,-57.1152,27.84
CA-2014-126221,Standard Class,Medium,1,209.3,2,56.511,8.32
CA-2014-126242,Standard Class,Medium,2,323.71,10,83.35849999999999,13.41
CA-2014-126354,Standard Class,Medium,2,119.17800000000001,5,37.7656,7.32
CA-2014-126382,Standard Class,Medium,1,35.168,7,9.6712,3.33
CA-2014-126396,Second Class,Medium,1,85.2,6,20.235,13.03
CA-2014-126438,First Class,Medium,1,14.88,2,3.72,2.61
CA-2014-126536,First Class,Medium,2,102.83,6,37.3526,11.83
CA-2014-126550,Second Class,Medium,1,81.4,5,21.164,4.43
CA-2014-126634,Second Class,Medium,1,94.2,5,39.564,4.69
CA-2014-126662,Standard Class,Medium,1,479.984,2,89.997,28.66
CA-2014-126676,First Class,Critical,1,7.98,3,3.9102,1.44
CA-2014-126718,Standard Class,Medium,1,4.91,1,2.4059,0.22
CA-2014-126774,First Class,Critical,1,4.89,1,2.0049,1.36
CA-2014-126788,First Class,High,1,470.376,3,52.9173,137.41
CA-2014-126865,Second Class,Critical,1,92.94,3,41.823,18.58
CA-2014-126914,Standard Class,Medium,2,776.0799999999999,5,48.489999999999995,51.01
CA-2014-126928,Standard Class,Medium,2,514.05,7,235.134,30.189999999999998
CA-2014-126956,Standard Class,Medium,3,87.52000000000001,13,35.0868,6.07
CA-2014-127026,Standard Class,Medium,5,1239.833,18,362.3067,47.75
CA-2014-127096,Second Class,Medium,1,300.904,1,11.2839,10.93
CA-2014-127117,Standard Class,Medium,1,74.45,5,20.1015,4.04
CA-2014-127180,First Class,High,4,13716.458,18,4597.1657,508.26
CA-2014-127264,First Class,Critical,1,7.056,3,2.205,2.17
CA-2014-127285,Standard Class,Medium,2,102.65599999999999,5,32.949,5.75
CA-2014-127306,Standard Class,Medium,5,175.08599999999998,19,19.9304,14.12
CA-2014-127313,First Class,High,2,116.512,8,16.183,23.869999999999997
CA-2014-127397,Standard Class,Medium,2,1443.72,10,253.1925,90.46
CA-2014-127432,Standard Class,Medium,4,4189.38,13,1455.5515,196.53
CA-2014-127460,Standard Class,High,1,298.464,6,26.1156,16.31
CA-2014-127474,Second Class,High,4,512.3679999999999,9,146.2936,59.82
CA-2014-127516,Standard Class,Medium,1,64.784,1,-12.9568,6.57
CA-2014-127621,Standard Class,High,1,26.88,8,9.744,3.83
CA-2014-127656,Standard Class,Medium,1,30.32,4,11.8248,0.84
CA-2014-127705,Standard Class,Medium,2,30.41,3,1.7574999999999998,2.43
CA-2014-127712,Standard Class,Medium,1,6.208,2,0.6984,0.43
CA-2014-127726,Second Class,Medium,2,209.88,8,57.5508,4.21
CA-2014-127782,Standard Class,Medium,4,891.504,11,-181.3609,62.870000000000005
CA-2014-127803,Standard Class,Medium,1,26.16,4,12.8184,2.22
CA-2014-127922,Standard Class,Medium,2,24.288,4,8.184,1.6199999999999999
CA-2014-127929,Standard Class,Medium,1,181.95,3,38.2095,10.2
CA-2014-128041,Same Day,High,2,598.1600000000001,8,149.1876,91.37
CA-2014-128076,Standard Class,Medium,3,481.524,6,61.694199999999995,32.4
CA-2014-128160,Second Class,Medium,1,36.672,2,11.46,3.08
CA-2014-128265,Second Class,Medium,1,1247.64,3,349.3392,60.32
CA-2014-128300,Second Class,Medium,2,406.93999999999994,10,196.91320000000002,24.56
CA-2014-128328,Standard Class,High,3,338.86,17,156.541,49.08
CA-2014-128335,Standard Class,Medium,2,74.89,8,35.1983,7.46
CA-2014-128363,Standard Class,Medium,7,2382.926,28,-1145.1882,111.48
CA-2014-128370,Same Day,Critical,2,369.536,5,29.421400000000002,59.949999999999996
CA-2014-128426,Standard Class,Medium,1,4.24,5,-6.36,0.23
CA-2014-128475,Standard Class,Medium,1,71.98,2,15.1158,3.27
CA-2014-128629,Second Class,High,1,18.84,3,7.9128,1.03
CA-2014-128699,Second Class,High,1,47.992,1,7.1988,7.0
CA-2014-128734,Standard Class,Medium,2,850.92,7,107.2194,71.08
CA-2014-128755,Standard Class,Medium,4,629.86,11,189.9348,42.94
CA-2014-128769,Standard Class,High,1,81.568,2,7.1372,9.51
CA-2014-128783,Same Day,Medium,2,248.82,9,84.4272,24.7
CA-2014-128853,First Class,Medium,1,908.82,9,227.205,98.48
CA-2014-128944,Second Class,High,3,921.228,18,-34.634100000000004,140.22
CA-2014-128965,Standard Class,Medium,6,562.702,32,59.487899999999996,46.88
CA-2014-129000,Second Class,High,1,501.81,3,0.0,59.63
CA-2014-129021,Second Class,Medium,5,4590.344,28,358.546,628.62
CA-2014-129028,First Class,High,1,127.95,3,21.7515,20.29
CA-2014-129294,Standard Class,High,4,540.934,16,165.28130000000002,52.78
CA-2014-129357,Standard Class,High,2,504.59000000000003,14,208.82129999999998,77.29
CA-2014-129378,First Class,High,4,413.78400000000005,20,91.3466,54.51
CA-2014-129462,Second Class,Medium,4,740.5899999999999,8,210.16479999999999,32.05
CA-2014-129490,Standard Class,High,1,419.136,4,-57.6312,29.81
CA-2014-129567,Second Class,High,1,17.456,2,5.8914,2.07
CA-2014-129581,Standard Class,Medium,1,128.85,3,3.8655,10.17
CA-2014-129707,Standard Class,High,1,8.896,4,0.6672,0.92
CA-2014-129805,Standard Class,Medium,1,7.4,2,3.034,0.64
CA-2014-129833,Standard Class,Medium,2,43.85,10,20.483,3.7300000000000004
CA-2014-129910,Standard Class,Medium,1,59.76,1,16.7328,3.5
CA-2014-130036,Same Day,Critical,2,1132.56,17,213.93900000000002,216.43
CA-2014-130043,Standard Class,High,1,31.872,8,11.5536,4.4
CA-2014-130106,Standard Class,High,2,12.62,4,3.5764,1.99
CA-2014-130141,Second Class,Critical,2,582.304,8,-31.491200000000003,104.15
CA-2014-130148,Second Class,Medium,2,38.379999999999995,8,17.4192,3.91
CA-2014-130211,Same Day,High,2,582.0699999999999,5,78.0919,94.03
CA-2014-130302,Standard Class,Medium,1,895.944,7,190.3881,41.84
CA-2014-130309,Standard Class,High,1,544.38,3,157.8702,62.79
CA-2014-130351,First Class,High,3,199.73,11,74.8437,25.95
CA-2014-130386,Standard Class,Low,3,779.16,15,28.2711,86.37
CA-2014-130505,Same Day,Medium,1,673.344,3,-76.9536,56.9
CA-2014-130526,First Class,Medium,1,33.568,8,-53.7088,1.85
CA-2014-130631,Standard Class,Medium,2,88.06,7,30.142,5.5
CA-2014-130715,Standard Class,High,1,17.9,5,8.771,2.03
CA-2014-130764,First Class,Medium,2,652.505,9,41.291,76.89
CA-2014-130771,Standard Class,Medium,2,127.688,3,16.0696,1.8199999999999998
CA-2014-130834,Second Class,Medium,1,16.272,3,5.2884,0.09
CA-2014-130841,Standard Class,High,3,1170.5639999999999,9,108.05359999999999,147.54999999999998
CA-2014-130904,Standard Class,Medium,2,22.744,9,2.5149,2.4099999999999997
CA-2014-130967,Standard Class,Medium,1,53.982,3,-10.7964,2.22
CA-2014-131016,First Class,Medium,2,56.512,4,-2.4160000000000004,7.069999999999999
CA-2014-131037,First Class,High,1,210.008,1,2.6251,65.94
CA-2014-131156,Standard Class,Medium,1,25.472,4,7.6416,1.58
CA-2014-131212,Standard Class,Medium,2,39.792,9,13.804200000000002,3.17
CA-2014-131233,Standard Class,Medium,2,253.12800000000001,6,12.5904,8.83
CA-2014-131254,First Class,High,3,1729.286,14,-2330.2698,269.32000000000005
CA-2014-131282,Second Class,Medium,2,251.112,9,-426.274,18.990000000000002
CA-2014-131303,Standard Class,High,1,62.65,5,29.4455,9.13
CA-2014-131366,Standard Class,Medium,2,319.53200000000004,9,68.2117,23.479999999999997
CA-2014-131492,Second Class,Medium,4,95.388,16,26.4606,6.79
CA-2014-131618,First Class,High,3,23.887999999999998,10,-15.52,4.25
CA-2014-131625,Second Class,Medium,1,114.9,5,39.066,4.91
CA-2014-131632,Standard Class,Medium,1,5.248,2,0.5904,0.26
CA-2014-131653,Standard Class,Low,1,5.22,2,2.4012,0.65
CA-2014-131695,Standard Class,Medium,2,270.8,8,76.8951,12.32
CA-2014-131807,Standard Class,Medium,6,753.112,22,-14.044500000000001,47.32
CA-2014-131828,Second Class,High,2,1051.912,7,116.1207,163.29000000000002
CA-2014-131954,Standard Class,High,6,654.242,22,164.4266,89.99
CA-2014-132122,Standard Class,High,1,228.92,5,14.3075,11.53
CA-2014-132178,Second Class,Medium,2,832.96,10,65.27199999999999,54.68
CA-2014-132185,Standard Class,Medium,2,52.344,6,5.124899999999999,3.73
CA-2014-132199,Standard Class,Medium,5,504.50600000000003,18,-164.4722,37.35
CA-2014-132213,First Class,Medium,2,109.968,14,12.048,9.620000000000001
CA-2014-132234,First Class,Medium,1,547.3,13,175.136,44.49
CA-2014-132262,First Class,High,2,151.96,4,41.5092,14.079999999999998
CA-2014-132290,Standard Class,Medium,1,933.408,4,-173.3472,48.78
CA-2014-132339,Standard Class,Medium,1,387.99,1,182.3553,16.39
CA-2014-132346,Standard Class,Medium,1,100.94,7,33.3102,5.79
CA-2014-132353,First Class,Medium,1,323.976,3,20.2485,54.02
CA-2014-132430,First Class,Critical,1,45.888,4,9.1776,13.75
CA-2014-132437,Second Class,Medium,1,65.12,4,16.9312,9.01
CA-2014-132521,Second Class,Critical,3,158.28,6,44.3996,41.34
CA-2014-132584,First Class,Medium,1,53.72,4,13.9672,6.31
CA-2014-132619,Standard Class,Medium,1,193.95,3,9.6975,12.65
CA-2014-132647,Standard Class,Medium,2,178.20999999999998,7,45.7104,10.71
CA-2014-132682,Second Class,Critical,3,490.392,9,59.4036,98.52000000000001
CA-2014-132738,First Class,Medium,2,16.752000000000002,3,6.0725999999999996,2.13
CA-2014-132934,Standard Class,Medium,2,201.262,8,33.5956,15.81
CA-2014-132955,Standard Class,Medium,1,102.93,3,48.3771,10.46
CA-2014-132976,Standard Class,High,4,114.376,15,24.6492,12.02
CA-2014-133004,Standard Class,Medium,1,638.73,9,166.0698,43.97
CA-2014-133046,Second Class,Medium,4,297.99,14,61.673,5.84
CA-2014-133067,Standard Class,Medium,2,11.598,5,-9.0582,0.73
CA-2014-133074,Standard Class,High,1,55.86,7,27.93,3.28
CA-2014-133095,Same Day,Critical,2,117.62,10,58.428399999999996,15.549999999999999
CA-2014-133102,Standard Class,Medium,5,143.808,15,-123.5122,8.370000000000001
CA-2014-133207,Standard Class,Medium,1,57.568,4,5.7568,0.92
CA-2014-133235,First Class,High,1,271.96,5,16.9975,19.04
CA-2014-133249,First Class,Critical,1,145.9,5,62.737,44.85
CA-2014-133256,First Class,High,3,564.38,13,143.4358,173.44
CA-2014-133263,Second Class,High,3,3098.6099999999997,10,1488.0236000000002,460.06
CA-2014-133333,Standard Class,Medium,1,22.72,4,10.224,1.85
CA-2014-133431,Standard Class,Medium,2,28.47,8,11.2293,1.9
CA-2014-133487,Second Class,Critical,1,152.94,3,41.2938,27.79
CA-2014-133501,Standard Class,Medium,1,5.184,1,1.8144,0.35
CA-2014-133620,Standard Class,Medium,1,11.21,1,3.363,0.93
CA-2014-133641,Standard Class,Medium,1,48.69,9,23.8581,3.51
CA-2014-133648,Standard Class,Medium,3,87.688,11,25.255300000000002,5.3100000000000005
CA-2014-133718,First Class,Critical,2,73.512,12,33.5007,11.95
CA-2014-133823,Same Day,Medium,3,101.062,11,43.9519,14.22
CA-2014-133865,Standard Class,High,1,3359.952,6,1049.985,400.6
CA-2014-133928,Standard Class,Medium,1,4.572,4,-3.81,0.28
CA-2014-134096,Standard Class,Medium,2,399.53,8,26.978,41.27
CA-2014-134152,Standard Class,Medium,2,129.6,9,17.676000000000002,6.11
CA-2014-134173,Standard Class,High,1,20.736,4,7.2576,1.23
CA-2014-134194,Standard Class,Low,5,160.162,26,-122.60159999999999,16.57
CA-2014-134285,Standard Class,Medium,2,19.104,6,6.6864,0.6699999999999999
CA-2014-134306,Standard Class,Medium,3,45.08,7,18.79,2.62
CA-2014-134404,Same Day,Medium,2,177.636,6,-31.974200000000003,17.57
CA-2014-134418,Standard Class,Medium,1,12.42,3,5.2164,1.14
CA-2014-134439,Second Class,Medium,1,15.96,2,7.98,0.63
CA-2014-134495,Second Class,Medium,4,269.4,12,-20.943599999999996,11.979999999999999
CA-2014-134565,Second Class,Medium,5,719.408,18,197.9385,49.44
CA-2014-134607,Second Class,High,1,22.58,2,5.8708,4.79
CA-2014-134635,Second Class,Critical,1,79.14,3,36.4044,17.5
CA-2014-134649,Second Class,Medium,2,22.630000000000003,9,7.6137,1.7400000000000002
CA-2014-134796,Standard Class,Medium,1,148.48,2,16.704,11.7
CA-2014-134810,First Class,Critical,2,272.23199999999997,6,47.8908,72.11
CA-2014-134838,First Class,High,2,57.510000000000005,6,15.5277,10.67
CA-2014-134845,Standard Class,Medium,5,2613.309,22,-3424.3546,125.61
CA-2014-134880,Standard Class,Medium,1,44.784,1,16.2342,2.53
CA-2014-134915,Same Day,Medium,6,972.08,17,76.7596,164.5
CA-2014-134978,Second Class,High,1,15.92,5,5.373,3.08
CA-2014-135034,First Class,Critical,1,95.984,2,5.999,9.23
CA-2014-135069,Standard Class,Medium,2,231.776,7,28.3668,20.1
CA-2014-135076,Standard Class,High,1,436.704,6,-38.2116,41.08
CA-2014-135111,Standard Class,Medium,2,28.38,6,13.559000000000001,1.95
CA-2014-135167,Standard Class,Medium,1,4.26,1,1.7466,0.29
CA-2014-135279,First Class,High,6,760.8,17,116.9461,109.38
CA-2014-135307,First Class,High,2,164.34,5,52.5888,46.029999999999994
CA-2014-135377,Standard Class,Medium,1,287.976,3,7.1994,17.81
CA-2014-135419,Standard Class,Medium,1,486.368,4,36.4776,48.5
CA-2014-135587,Standard Class,High,2,372.64,8,113.17920000000001,40.699999999999996
CA-2014-135650,Standard Class,High,1,143.728,2,-32.3388,20.44
CA-2014-135692,Standard Class,Medium,2,253.3856,8,-30.5176,24.43
CA-2014-135783,First Class,High,1,18.28,2,6.2152,1.74
CA-2014-135860,Standard Class,Medium,5,376.09999999999997,20,68.8809,23.54
CA-2014-135909,Standard Class,Low,3,5325.884,13,1938.3775999999998,894.8100000000001
CA-2014-135937,Standard Class,Low,6,882.99,22,-142.1216,105.71
CA-2014-136000,Second Class,High,1,40.176,3,14.5638,9.38
CA-2014-136007,Standard Class,Low,2,80.36,10,25.522,11.06
CA-2014-136063,Standard Class,Medium,1,10.192,7,1.0192,0.59
CA-2014-136238,Standard Class,Medium,1,16.032,3,5.6112,1.34
CA-2014-136308,Same Day,High,1,1919.976,3,215.9973,282.43
CA-2014-136350,Second Class,Critical,2,449.454,5,82.4374,65.91
CA-2014-136364,Second Class,Medium,2,130.602,10,12.080300000000001,9.07
CA-2014-136448,First Class,Critical,5,684.11,12,-378.93080000000003,246.53
CA-2014-136497,Standard Class,Medium,1,13.71,5,-10.054,0.54
CA-2014-136511,Second Class,High,1,347.58,3,17.379,61.58
CA-2014-136539,Standard Class,Medium,2,106.02080000000001,4,-8.8792,2.88
CA-2014-136609,Standard Class,Medium,1,115.296,3,40.3536,9.69
CA-2014-136623,Standard Class,Medium,2,101.752,11,14.7089,6.66
CA-2014-136651,Second Class,High,3,183.38,15,64.6962,23.82
CA-2014-136672,Standard Class,Medium,1,49.08,3,4.908,3.09
CA-2014-136826,Standard Class,Medium,1,14.016,3,4.7304,1.34
CA-2014-136875,Same Day,High,1,166.44,3,79.8912,36.43
CA-2014-136882,Standard Class,Medium,1,477.3,5,138.417,40.73
CA-2014-137001,Second Class,Medium,1,14.7,7,4.116,0.39
CA-2014-137022,Standard Class,Medium,1,811.28,8,24.3384,50.71
CA-2014-137085,Standard Class,Medium,1,312.552,9,101.5794,14.47
CA-2014-137099,First Class,High,1,374.376,3,46.797,26.19
CA-2014-137323,Second Class,High,1,96.36,6,25.0536,10.1
CA-2014-137344,Same Day,Medium,1,40.29,3,10.4754,3.39
CA-2014-137365,Second Class,Medium,1,95.976,3,-10.7973,8.05
CA-2014-137414,Standard Class,Medium,2,386.62,13,38.237899999999996,22.88
CA-2014-137421,Standard Class,Medium,1,9.344,2,1.8688,0.64
CA-2014-137428,Second Class,High,4,222.03199999999998,11,31.0424,22.95
CA-2014-137449,First Class,Critical,3,738.7052,8,-190.53179999999998,209.09
CA-2014-137456,Same Day,Medium,1,15.92,2,7.0048,1.94
CA-2014-137463,Second Class,Medium,5,420.234,20,110.207,28.349999999999998
CA-2014-137470,Same Day,High,1,12.96,2,6.3504,1.07
CA-2014-137498,Second Class,Medium,3,298.0,16,9.467,42.7
CA-2014-137505,Same Day,Medium,2,435.168,4,7.324800000000001,33.160000000000004
CA-2014-137582,Standard Class,High,1,11.808,3,4.1328,1.98
CA-2014-137596,Standard Class,Medium,3,3480.96,13,1234.3688,202.17999999999998
CA-2014-137624,Standard Class,Medium,1,241.424,2,-36.2136,13.66
CA-2014-137631,Standard Class,High,1,751.984,2,84.5982,80.27
CA-2014-137785,Standard Class,High,1,458.43,5,-124.431,26.3
CA-2014-137876,Standard Class,High,2,95.52,6,36.4112,15.459999999999999
CA-2014-137918,Standard Class,Medium,1,97.3,7,28.217,7.75
CA-2014-138149,First Class,High,4,1100.62,13,367.0544,396.1
CA-2014-138156,First Class,High,1,147.568,2,-3.6892,52.84
CA-2014-138163,First Class,Critical,1,50.94,3,14.2632,16.45
CA-2014-138289,Second Class,High,3,5802.7,14,2602.0939,606.97
CA-2014-138310,Standard Class,Medium,1,431.928,9,64.7892,24.99
CA-2014-138380,Standard Class,High,1,1000.02,7,290.0058,172.55
CA-2014-138422,First Class,Medium,1,14.352,3,5.2026,1.44
CA-2014-138464,Standard Class,Medium,4,133.576,13,45.6732,8.77
CA-2014-138548,Standard Class,Medium,1,97.84,2,25.4384,1.87
CA-2014-138611,Second Class,High,2,123.588,12,13.1952,16.51
CA-2014-138618,Standard Class,Medium,1,10.368,2,3.6288,0.6
CA-2014-138779,First Class,Critical,2,29.664,6,8.0316,2.8
CA-2014-138870,Standard Class,Medium,2,74.88,6,32.6776,3.5
CA-2014-138975,Standard Class,Medium,4,2361.52,23,617.5645,94.44
CA-2014-139080,Standard Class,Medium,4,138.43200000000002,16,31.0752,9.62
CA-2014-139199,Standard Class,Medium,3,927.44,7,252.709,53.11
CA-2014-139304,Standard Class,High,3,136.526,12,44.766999999999996,12.5
CA-2014-139311,First Class,High,4,205.296,21,3.8081999999999985,31.78
CA-2014-139353,Second Class,Medium,3,273.08799999999997,8,2.3374000000000006,20.27
CA-2014-139402,Standard Class,High,2,432.405,8,136.8195,44.8
CA-2014-139416,Second Class,High,1,15.008,2,1.5008,2.21
CA-2014-139437,Standard Class,Medium,1,87.92,4,0.8792,6.23
CA-2014-139444,Standard Class,Medium,1,9.856,4,3.4496,0.34
CA-2014-139493,Standard Class,Medium,1,15.92,5,2.786,1.26
CA-2014-139619,Standard Class,High,1,95.616,2,9.5616,10.91
CA-2014-139661,Standard Class,Medium,1,9.64,2,3.6632,0.44
CA-2014-139717,Second Class,High,2,656.6400000000001,10,68.3856,96.2
CA-2014-139773,Same Day,High,1,188.552,7,-2.6936,38.24
CA-2014-139787,Standard Class,Medium,1,35.4,5,13.452,2.01
CA-2014-139822,Standard Class,Low,2,98.6,4,21.61,8.36
CA-2014-139913,Standard Class,Low,4,142.92,21,56.6044,18.259999999999998
CA-2014-139948,Standard Class,Medium,1,7.904,2,2.1736,0.3
CA-2014-1400,Second Class,Medium,5,1151.91,9,167.55,77.48
CA-2014-140053,Standard Class,Low,1,545.85,9,114.6285,105.04
CA-2014-140088,Second Class,High,1,301.96,2,33.2156,32.46
CA-2014-140151,First Class,Medium,3,14052.48,9,6734.472000000001,22.41
CA-2014-140186,First Class,Medium,5,304.046,13,74.0986,36.75
CA-2014-140242,Standard Class,Medium,2,415.15200000000004,10,77.2803,30.2
CA-2014-140298,Standard Class,Medium,4,94.508,7,-19.1493,6.43
CA-2014-140326,First Class,Critical,3,849.846,15,-111.468,225.09
CA-2014-140480,Standard Class,Medium,5,469.65999999999997,23,127.4088,40.44
CA-2014-140494,Second Class,High,1,111.96,4,21.2724,18.04
CA-2014-140508,First Class,Medium,1,114.848,4,35.89,6.15
CA-2014-140515,Standard Class,Medium,1,381.36,7,106.7808,21.55
CA-2014-140536,First Class,Medium,1,7.04,4,2.0416,1.73
CA-2014-140585,Second Class,Medium,3,286.485,5,61.2374,36.06
CA-2014-140627,Standard Class,High,3,303.32,14,-34.4301,38.08
CA-2014-140676,First Class,Medium,3,225.60999999999999,17,91.8274,17.99
CA-2014-140760,Second Class,Medium,2,69.26400000000001,11,23.841,3.17
CA-2014-140781,Standard Class,High,1,39.816,3,7.4655,5.7
CA-2014-140802,First Class,Medium,2,68.712,7,15.6534,8.629999999999999
CA-2014-140844,Standard Class,High,2,200.94,10,56.2874,21.13
CA-2014-140872,Standard Class,Medium,8,1111.698,25,48.0533,72.96000000000001
CA-2014-140949,Second Class,Medium,9,496.634,43,140.9972,33.21
CA-2014-140963,First Class,High,3,823.7249999999999,12,2.0524999999999984,77.57000000000001
CA-2014-141103,Standard Class,Medium,1,89.95,5,43.176,2.41
CA-2014-141117,Standard Class,Medium,4,374.618,26,-386.2183,26.580000000000002
CA-2014-141138,Standard Class,Medium,1,111.79,7,43.5981,10.04
CA-2014-141201,Second Class,High,1,148.257,3,15.6978,21.5
CA-2014-141425,Second Class,Medium,1,384.592,2,-81.7258,46.97
CA-2014-141439,Standard Class,Medium,5,3083.94,14,905.6228,143.88
CA-2014-141446,Second Class,Critical,1,18.0,1,3.24,3.9
CA-2014-141481,First Class,High,1,61.44,3,16.5888,8.47
CA-2014-141572,Second Class,Medium,1,247.44,8,101.4504,20.57
CA-2014-141614,Standard Class,Medium,1,20.736,4,7.2576,1.45
CA-2014-141663,Standard Class,Medium,1,7.92,5,1.683,0.43
CA-2014-141705,First Class,High,1,517.405,5,-81.3065,84.78
CA-2014-141719,Second Class,Medium,1,239.96,5,83.986,10.89
CA-2014-141733,Standard Class,High,4,2049.534,10,568.1281,354.96000000000004
CA-2014-141747,Second Class,Medium,1,16.06,1,4.1756,0.69
CA-2014-141782,Standard Class,High,1,268.576,4,90.6444,34.12
CA-2014-141789,First Class,Medium,1,1793.98,2,843.1706,271.12
CA-2014-141873,Standard Class,Medium,4,364.388,14,3.684400000000001,17.75
CA-2014-141929,Standard Class,High,3,711.394,8,219.5875,93.45
