ProductID,Category,Sub-Category,NumberOfCustomers,TotalSales,TotalQuantity,TotalProfit,TotalShippingCost,cluster
FUR-FU-10004608,Furniture,Furnishings,10,1235.295,33,241.335,212.1,0
FUR-FU-10004614,Furniture,Furnishings,1,329.67,3,125.19,43.14,0
FUR-FU-10004617,Furniture,Furnishings,4,454.464,26,87.864,41.19,0
FUR-FU-10004619,Furniture,Furnishings,4,381.6,19,118.26,40.879999999999995,0
FUR-FU-10004622,Furniture,Furnishings,3,379.4,10,-48.78,42.92,0
FUR-FU-10004640,Furniture,Furnishings,5,258.552,17,19.362,28.42,0
FUR-FU-10004665,Furniture,Furnishings,4,2191.68,16,569.8368,313.65999999999997,0
FUR-FU-10004666,Furniture,Furnishings,3,119.556,10,27.702,7.1000000000000005,0
FUR-FU-10004671,Furniture,Furnishings,6,176.70000000000002,14,23.3244,21.07,0
FUR-FU-10004689,Furniture,Furnishings,4,281.82,14,56.28,11.42,0
FUR-FU-10004704,Furniture,Furnishings,6,643.428,19,16.997999999999998,92.76,0
FUR-FU-10004712,Furniture,Furnishings,2,84.84,6,22.0584,9.3,0
FUR-FU-10004730,Furniture,Furnishings,6,276.0426,18,-29.0574,24.34,0
FUR-FU-10004748,Furniture,Furnishings,4,575.46,12,107.4192,87.75999999999999,0
FUR-FU-10004778,Furniture,Furnishings,5,290.322,18,-11.538000000000002,30.92,0
FUR-FU-10004780,Furniture,Furnishings,8,2446.422,24,-170.058,198.87,0
FUR-FU-10004787,Furniture,Furnishings,6,1225.7,23,-366.36,190.83,0
FUR-FU-10004790,Furniture,Furnishings,7,990.72,36,36.72,122.24,0
FUR-FU-10004797,Furniture,Furnishings,6,367.29,20,-2.3100000000000005,39.12,0
FUR-FU-10004800,Furniture,Furnishings,3,77.69999999999999,7,-45.78,8.1,0
FUR-FU-10004811,Furniture,Furnishings,4,819.504,17,189.144,135.55,0
FUR-FU-10004816,Furniture,Furnishings,3,300.6,10,66.0,20.04,0
FUR-FU-10004820,Furniture,Furnishings,5,928.8,18,399.06,90.09,0
FUR-FU-10004823,Furniture,Furnishings,1,60.012,3,-25.008,7.6,0
FUR-FU-10004842,Furniture,Furnishings,7,236.74,26,-87.22,21.16,0
FUR-FU-10004845,Furniture,Furnishings,3,702.44,14,123.96,81.57,0
FUR-FU-10004848,Furniture,Furnishings,12,1438.132,44,235.1407,209.31,0
FUR-FU-10004864,Furniture,Furnishings,13,1834.812,46,436.4379,154.20000000000002,0
FUR-FU-10004876,Furniture,Furnishings,2,964.908,9,65.268,150.79,0
FUR-FU-10004888,Furniture,Furnishings,7,234.472,19,25.472,23.84,0
FUR-FU-10004903,Furniture,Furnishings,9,443.52,30,85.32,49.35,0
FUR-FU-10004904,Furniture,Furnishings,4,1002.936,19,-267.44960000000003,125.29,0
FUR-FU-10004907,Furniture,Furnishings,1,41.04,4,-9.6,2.32,0
FUR-FU-10004909,Furniture,Furnishings,4,193.92,18,4.847999999999998,15.45,0
FUR-FU-10004915,Furniture,Furnishings,8,1382.832,23,-240.508,176.21,0
FUR-FU-10004923,Furniture,Furnishings,2,29.886,3,-3.894,3.63,0
FUR-FU-10004952,Furniture,Furnishings,4,514.556,13,23.538199999999996,44.03,0
FUR-FU-10004954,Furniture,Furnishings,7,996.138,20,372.138,137.92000000000002,0
FUR-FU-10004955,Furniture,Furnishings,3,458.304,16,-111.456,45.36,0
FUR-FU-10004960,Furniture,Furnishings,10,1158.868,40,119.7124,77.16,0
FUR-FU-10004963,Furniture,Furnishings,6,159.25,22,47.6,26.83,0
FUR-FU-10004973,Furniture,Furnishings,12,678.24,51,120.9528,92.06,0
FUR-FU-10004995,Furniture,Furnishings,2,66.6432,5,3.3432,6.22,0
FUR-FU-10004998,Furniture,Furnishings,3,257.024,14,71.384,24.19,0
FUR-HAR-10000100,Furniture,Chairs,7,2593.0620000000004,22,-299.718,260.1,0
FUR-HAR-10000334,Furniture,Chairs,6,1080.72,9,26.909999999999997,82.63,0
FUR-HAR-10000441,Furniture,Chairs,7,1600.506,12,379.746,114.27,0
FUR-HAR-10000870,Furniture,Chairs,4,195.327,4,-20.193,16.87,0
FUR-HAR-10001089,Furniture,Chairs,4,839.028,7,130.068,65.89999999999999,0
FUR-HAR-10001144,Furniture,Chairs,2,166.686,4,28.205999999999996,12.1,0
FUR-HAR-10001374,Furniture,Chairs,4,2093.784,5,642.384,209.28,0
FUR-HAR-10001792,Furniture,Chairs,4,801.0600000000001,13,344.37,104.28,0
FUR-HAR-10002178,Furniture,Chairs,3,970.71,17,-1111.11,125.37,0
FUR-HAR-10002223,Furniture,Chairs,2,207.9,4,-50.58,20.53,0
FUR-HAR-10002288,Furniture,Chairs,2,735.45,5,36.75,78.12,0
FUR-HAR-10002328,Furniture,Chairs,6,2576.505,17,552.3149999999999,157.01,0
FUR-HAR-10002546,Furniture,Chairs,4,598.302,10,48.402,48.35,0
FUR-HAR-10002632,Furniture,Chairs,5,595.92,8,226.32,139.43,0
FUR-HAR-10002697,Furniture,Chairs,3,801.0060000000001,3,80.01599999999999,149.68,0
FUR-HAR-10002873,Furniture,Chairs,5,8379.36,24,1523.52,1062.78,0
FUR-HAR-10003124,Furniture,Chairs,3,381.6,6,40.31999999999999,34.08,0
FUR-HAR-10003548,Furniture,Chairs,2,447.09,7,143.01,23.47,0
FUR-HAR-10003770,Furniture,Chairs,1,100.14,1,35.04,17.58,0
FUR-HAR-10004086,Furniture,Chairs,4,1794.648,20,190.848,324.04,0
FUR-HAR-10004129,Furniture,Chairs,5,2607.891,15,665.241,321.71,0
FUR-HAR-10004593,Furniture,Chairs,3,1894.44,9,-1131.99,292.14,0
FUR-HAR-10004726,Furniture,Chairs,3,682.584,8,152.424,67.5,0
FUR-HON-10000029,Furniture,Chairs,2,256.32,6,51.12,23.42,0
FUR-HON-10000103,Furniture,Chairs,5,1734.69,16,-491.0700000000001,233.88,0
FUR-HON-10000191,Furniture,Chairs,5,276.312,14,-244.068,15.48,0
FUR-HON-10000224,Furniture,Tables,2,2966.58,6,415.26,815.35,0
FUR-HON-10000339,Furniture,Chairs,7,483.48,12,-17.279999999999998,33.29,0
FUR-HON-10000344,Furniture,Chairs,2,261.24,2,20.88,20.44,0
FUR-HON-10000722,Furniture,Chairs,5,1331.1,10,638.7,131.82999999999998,0
FUR-HON-10001015,Furniture,Tables,1,330.27,1,46.23,21.12,0
FUR-HON-10001343,Furniture,Tables,2,952.11,3,323.64,84.91999999999999,0
FUR-HON-10001504,Furniture,Chairs,4,1897.212,19,386.712,290.71999999999997,0
FUR-HON-10001558,Furniture,Chairs,11,3240.522,22,686.322,431.35,0
FUR-HON-10001622,Furniture,Chairs,2,166.59,3,23.31,16.85,0
FUR-HON-10001627,Furniture,Chairs,4,880.5419999999999,6,13.122000000000014,83.52,0
FUR-HON-10001689,Furniture,Chairs,5,2480.706,6,-275.634,260.37,0
FUR-HON-10001776,Furniture,Chairs,5,392.805,10,90.105,49.120000000000005,0
FUR-HON-10001847,Furniture,Chairs,3,818.478,3,-395.622,168.22,0
FUR-HON-10001851,Furniture,Chairs,3,1371.42,3,507.42,344.89,0
FUR-HON-10001960,Furniture,Tables,2,1586.6999999999998,3,237.96,327.07,0
FUR-HON-10002424,Furniture,Chairs,4,455.952,7,153.762,72.21000000000001,0
FUR-HON-10002570,Furniture,Chairs,5,947.592,19,90.882,74.04,0
FUR-HON-10002599,Furniture,Chairs,6,615.0120000000001,12,85.812,66.87,0
FUR-HON-10002837,Furniture,Tables,1,1031.82,2,20.58,69.17,0
FUR-HON-10002941,Furniture,Chairs,1,331.8,2,79.62,52.43,0
FUR-HON-10003080,Furniture,Tables,1,489.81,1,63.66,17.73,0
FUR-HON-10003137,Furniture,Chairs,1,167.34,2,35.1,7.77,0
FUR-HON-10003412,Furniture,Tables,1,532.8,1,85.23,48.69,0
FUR-HON-10003533,Furniture,Chairs,3,5055.93,11,1364.88,609.43,0
FUR-HON-10003593,Furniture,Chairs,4,344.031,6,-68.88900000000001,36.62,0
FUR-HON-10003653,Furniture,Chairs,3,236.96999999999997,3,71.01,20.19,0
FUR-HON-10003871,Furniture,Tables,2,1661.31,3,-83.07,396.13,0
FUR-HON-10003950,Furniture,Tables,3,954.27,3,458.01,106.67,0
FUR-HON-10004137,Furniture,Chairs,6,1049.673,10,106.17300000000004,173.85,0
FUR-HON-10004632,Furniture,Chairs,1,106.2,2,4.2,7.75,0
FUR-HON-10004932,Furniture,Tables,1,276.444,1,-304.116,21.78,0
FUR-HON-10004987,Furniture,Tables,2,2947.0319999999997,10,970.932,207.69,0
FUR-IKE-10000521,Furniture,Bookcases,1,414.27,1,132.54,48.6,0
FUR-IKE-10000619,Furniture,Bookcases,4,920.634,8,4.794000000000011,61.54,0
FUR-IKE-10000649,Furniture,Bookcases,6,2772.024,18,-1626.816,292.62,0
FUR-IKE-10001301,Furniture,Bookcases,6,2652.102,22,1288.542,217.91,0
FUR-IKE-10001312,Furniture,Bookcases,6,6176.25,15,2346.75,513.91,0
FUR-IKE-10001539,Furniture,Bookcases,10,7518.42,20,-578.58,894.6800000000001,0
FUR-IKE-10002147,Furniture,Bookcases,4,1812.546,9,-675.804,378.97,0
FUR-IKE-10002268,Furniture,Bookcases,2,509.4,3,86.58,66.31,0
FUR-IKE-10002509,Furniture,Bookcases,5,823.02,11,-488.4,65.72,0
FUR-IKE-10002719,Furniture,Bookcases,2,725.7,2,261.24,51.04,0
FUR-IKE-10002894,Furniture,Bookcases,6,3779.256,13,1133.496,319.96,0
FUR-IKE-10003015,Furniture,Bookcases,4,3439.554,10,-36.846,232.44,0
FUR-IKE-10003053,Furniture,Bookcases,1,289.92,2,69.54,56.99,0
FUR-IKE-10003251,Furniture,Bookcases,1,69.144,1,-95.076,4.76,0
FUR-IKE-10003262,Furniture,Bookcases,4,732.462,5,-68.238,61.239999999999995,0
FUR-IKE-10003576,Furniture,Bookcases,1,171.69,1,24.03,7.23,0
FUR-IKE-10003642,Furniture,Bookcases,7,1179.078,10,-215.922,80.11,0
FUR-IKE-10003682,Furniture,Bookcases,6,1666.272,19,-568.698,165.73,0
FUR-IKE-10003771,Furniture,Bookcases,2,295.344,3,66.384,21.99,0
FUR-IKE-10003796,Furniture,Bookcases,3,439.3440000000001,5,-30.606,26.81,0
FUR-IKE-10004160,Furniture,Bookcases,3,1348.38,11,498.63,227.04,0
FUR-IKE-10004815,Furniture,Bookcases,3,300.24,3,105.03,34.75,0
FUR-IKE-10004853,Furniture,Bookcases,2,2009.28,16,261.12,133.58,0
FUR-LES-10000488,Furniture,Tables,1,508.38,2,172.8,61.84,0
FUR-LES-10000874,Furniture,Tables,1,428.34,1,137.04,42.63,0
FUR-LES-10000904,Furniture,Tables,1,537.6,2,91.38,19.93,0
FUR-LES-10002026,Furniture,Tables,1,855.15,1,384.81,325.04,0
FUR-LES-10002613,Furniture,Tables,2,930.0,2,158.1,78.00999999999999,0
FUR-LES-10002616,Furniture,Tables,1,1715.16,2,377.28,165.38,0
FUR-LES-10002852,Furniture,Tables,2,851.82,2,212.94,90.84,0
FUR-LES-10003082,Furniture,Tables,2,324.441,2,-164.739,39.8,0
FUR-LES-10003538,Furniture,Tables,1,101.388,1,-149.562,7.57,0
FUR-LES-10004098,Furniture,Tables,1,899.16,2,395.58,93.05,0
FUR-LES-10004420,Furniture,Tables,1,504.0,2,115.92,54.36,0
FUR-LES-10004886,Furniture,Tables,1,1718.1,2,68.7,196.23,0
FUR-NOV-10000123,Furniture,Chairs,2,788.58,6,141.84,54.55,0
FUR-NOV-10000222,Furniture,Chairs,5,677.76,11,-123.81,49.89,0
FUR-NOV-10000283,Furniture,Chairs,2,161.73,3,35.55,15.46,0
FUR-NOV-10000323,Furniture,Chairs,2,598.572,2,-193.428,67.82000000000001,0
FUR-NOV-10000669,Furniture,Chairs,2,175.77,3,28.08,3.87,0
FUR-NOV-10000847,Furniture,Chairs,5,2733.12,6,355.14,328.0,0
FUR-NOV-10001972,Furniture,Chairs,2,822.3000000000001,5,230.1,122.9,0
FUR-NOV-10002107,Furniture,Chairs,1,803.52,6,313.2,52.52,0
FUR-NOV-10002333,Furniture,Chairs,4,510.72,9,-85.44,127.18,0
FUR-NOV-10002453,Furniture,Chairs,4,851.4,12,-510.84,75.55,0
FUR-NOV-10002655,Furniture,Chairs,4,1769.67,12,-73.53,197.77,0
FUR-NOV-10002791,Furniture,Chairs,6,1300.338,9,369.918,163.29000000000002,0
FUR-NOV-10002911,Furniture,Chairs,7,895.488,12,-67.872,88.72,0
FUR-NOV-10002939,Furniture,Chairs,1,48.609,1,-108.561,3.66,0
FUR-NOV-10003053,Furniture,Chairs,4,385.68,8,92.4,36.13,0
FUR-NOV-10003195,Furniture,Chairs,5,552.1320000000001,11,118.182,38.8,0
FUR-NOV-10003257,Furniture,Chairs,5,576.534,11,175.25400000000002,43.24,0
FUR-NOV-10003754,Furniture,Chairs,2,775.344,10,-414.456,65.78,0
FUR-NOV-10004003,Furniture,Chairs,1,131.568,4,-55.992,9.23,0
FUR-NOV-10004563,Furniture,Chairs,3,269.886,9,50.376000000000005,41.83,0
FUR-NOV-10004602,Furniture,Chairs,3,2485.08,9,-207.08999999999995,188.67,0
FUR-NOV-10004925,Furniture,Chairs,2,915.9,2,293.04,120.88,0
FUR-NOV-10004962,Furniture,Chairs,5,387.6,8,96.72,34.48,0
FUR-OFF-10000303,Furniture,Chairs,3,1059.384,8,-40.29599999999999,134.51,0
FUR-OFF-10000344,Furniture,Chairs,1,115.86,2,16.2,6.22,0
FUR-OFF-10001125,Furniture,Chairs,3,372.84,4,5.640000000000001,28.08,0
FUR-OFF-10001132,Furniture,Chairs,7,3493.3140000000003,31,-1429.176,327.21999999999997,0
FUR-OFF-10001187,Furniture,Chairs,2,126.78,2,35.46,15.89,0
FUR-OFF-10001224,Furniture,Chairs,6,3130.92,18,156.06,522.27,0
FUR-OFF-10001552,Furniture,Chairs,3,519.21,9,25.92,68.00999999999999,0
FUR-OFF-10001661,Furniture,Chairs,4,302.772,6,65.71199999999999,37.6,0
FUR-OFF-10001798,Furniture,Chairs,4,311.81399999999996,4,-11.105999999999996,39.9,0
FUR-OFF-10002330,Furniture,Chairs,2,1402.29,3,98.1,81.28,0
FUR-OFF-10002395,Furniture,Chairs,2,422.73,3,173.25,49.2,0
FUR-OFF-10002486,Furniture,Chairs,4,371.07,7,152.04,74.48,0
FUR-OFF-10002511,Furniture,Chairs,4,1455.264,17,-62.496,87.87,0
FUR-OFF-10002542,Furniture,Chairs,3,2255.616,11,-2344.914,200.23,0
FUR-OFF-10002740,Furniture,Chairs,4,479.196,7,58.146000000000015,50.18,0
FUR-OFF-10003019,Furniture,Chairs,1,94.2,1,45.21,6.72,0
FUR-OFF-10003104,Furniture,Chairs,3,460.152,9,60.822,88.59,0
FUR-OFF-10003688,Furniture,Chairs,6,1343.256,14,-207.804,191.1,0
FUR-OFF-10003703,Furniture,Chairs,2,544.56,8,239.52,34.989999999999995,0
FUR-OFF-10003713,Furniture,Chairs,2,614.79,9,239.76,65.93,0
FUR-OFF-10004214,Furniture,Chairs,4,3663.504,9,1084.734,339.47999999999996,0
FUR-OFF-10004495,Furniture,Chairs,6,1303.476,13,-168.384,167.61,0
FUR-OFF-10004824,Furniture,Chairs,4,1039.521,9,-70.71900000000001,145.54,0
FUR-RUB-10000501,Furniture,Furnishings,2,200.64,4,98.28,35.6,0
FUR-RUB-10000958,Furniture,Furnishings,4,195.936,14,50.616,27.33,0
FUR-RUB-10001094,Furniture,Furnishings,6,407.898,10,-0.1020000000000003,40.18,0
FUR-RUB-10001190,Furniture,Furnishings,5,731.7,15,365.85,78.79,0
FUR-RUB-10001310,Furniture,Furnishings,4,175.95,4,-26.97,16.35,0
FUR-RUB-10001380,Furniture,Furnishings,6,463.404,11,80.934,41.27,0
FUR-RUB-10001484,Furniture,Furnishings,2,188.76,4,67.92,19.16,0
FUR-RUB-10001704,Furniture,Furnishings,2,329.67,3,125.19,24.380000000000003,0
FUR-RUB-10001717,Furniture,Furnishings,3,243.9,5,12.15,43.47,0
FUR-RUB-10001796,Furniture,Furnishings,5,223.488,14,96.228,16.99,0
FUR-RUB-10002021,Furniture,Furnishings,7,211.071,14,77.511,25.48,0
FUR-RUB-10002067,Furniture,Furnishings,4,2105.094,20,737.6940000000001,173.83,0
FUR-RUB-10002507,Furniture,Furnishings,7,519.12,23,118.92,45.23,0
FUR-RUB-10002817,Furniture,Furnishings,8,857.43,21,110.88,94.49,0
FUR-RUB-10002945,Furniture,Furnishings,5,533.643,11,168.66299999999998,65.86,0
FUR-RUB-10003004,Furniture,Furnishings,5,1389.96,13,347.49,107.69,0
FUR-RUB-10003411,Furniture,Furnishings,3,50.991,3,-15.519,2.35,0
FUR-RUB-10003518,Furniture,Furnishings,2,169.68,4,25.44,22.97,0
FUR-RUB-10003699,Furniture,Furnishings,6,245.7,13,39.0,36.78,0
FUR-RUB-10003724,Furniture,Furnishings,9,2770.74,30,-165.06,263.03000000000003,0
FUR-RUB-10004036,Furniture,Furnishings,2,285.12,12,91.08,23.61,0
FUR-RUB-10004285,Furniture,Furnishings,3,271.188,6,17.927999999999997,19.67,0
FUR-RUB-10004420,Furniture,Furnishings,3,131.39999999999998,3,40.68,16.59,0
FUR-RUB-10004633,Furniture,Furnishings,3,251.4,10,90.3,29.38,0
FUR-SAF-10000085,Furniture,Bookcases,8,4380.768,13,1838.358,578.56,0
FUR-SAF-10000204,Furniture,Bookcases,1,311.4,3,-31.14,31.12,0
FUR-SAF-10000213,Furniture,Bookcases,4,3437.226,9,978.066,269.64,0
FUR-SAF-10000265,Furniture,Bookcases,6,3697.875,13,-502.42499999999984,358.14,0
FUR-SAF-10000351,Furniture,Chairs,2,344.34000000000003,6,17.1,39.81,0
FUR-SAF-10000508,Furniture,Bookcases,5,1559.16,6,-709.56,104.96,0
FUR-SAF-10000545,Furniture,Bookcases,3,680.76,4,108.84,45.85,0
FUR-SAF-10000565,Furniture,Chairs,3,155.79,3,27.99,14.31,0
FUR-SAF-10000593,Furniture,Chairs,9,641.793,17,-184.91699999999997,52.24,0
FUR-SAF-10000607,Furniture,Bookcases,2,327.756,5,-327.894,55.08,0
FUR-SAF-10000678,Furniture,Bookcases,2,1594.08,8,191.28,55.46,0
FUR-SAF-10000881,Furniture,Bookcases,3,908.82,6,252.36,51.64,0
FUR-SAF-10000949,Furniture,Bookcases,4,1386.63,7,207.9,145.71,0
FUR-SAF-10001136,Furniture,Chairs,4,1261.182,8,551.982,273.62,0
FUR-SAF-10001322,Furniture,Bookcases,4,534.384,8,-463.296,35.1,0
FUR-SAF-10001428,Furniture,Bookcases,1,603.24,4,205.08,27.03,0
FUR-SAF-10001793,Furniture,Chairs,5,2478.6,11,-197.36999999999995,300.12,0
FUR-SAF-10001870,Furniture,Chairs,4,173.796,4,19.835999999999995,18.78,0
FUR-SAF-10001873,Furniture,Chairs,5,604.773,13,147.693,67.04,0
FUR-SAF-10001949,Furniture,Chairs,7,573.504,17,-208.326,46.48,0
FUR-SAF-10001956,Furniture,Bookcases,3,1006.503,3,323.76300000000003,120.75,0
FUR-SAF-10002112,Furniture,Chairs,5,4636.8,19,-473.2500000000001,666.6,0
FUR-SAF-10002121,Furniture,Chairs,3,529.92,4,58.2,33.559999999999995,0
FUR-SAF-10002180,Furniture,Chairs,4,3645.297,10,-923.103,361.28,0
FUR-SAF-10002253,Furniture,Bookcases,2,571.254,8,-198.666,46.59,0
FUR-SAF-10002314,Furniture,Chairs,6,2101.977,19,89.307,166.21,0
FUR-SAF-10002360,Furniture,Bookcases,3,1105.95,8,390.75,82.1,0
FUR-SAF-10002400,Furniture,Bookcases,3,446.76,3,111.69,46.290000000000006,0
FUR-SAF-10002495,Furniture,Bookcases,3,1255.392,6,-980.928,212.62,0
FUR-SAF-10002529,Furniture,Chairs,5,299.1,5,62.7,29.1,0
FUR-SAF-10002557,Furniture,Chairs,2,257.13,3,120.78,24.69,0
FUR-SAF-10002616,Furniture,Chairs,4,732.0600000000001,9,9.540000000000006,51.89,0
FUR-SAF-10002757,Furniture,Chairs,2,269.82,2,13.44,24.630000000000003,0
FUR-SAF-10002846,Furniture,Bookcases,6,6153.0,14,246.12,499.86,0
FUR-SAF-10002940,Furniture,Bookcases,5,1823.76,12,802.44,143.64,0
FUR-SAF-10003160,Furniture,Chairs,5,961.8,10,82.19999999999999,60.91,0
FUR-SAF-10003402,Furniture,Chairs,3,159.834,4,3.714000000000002,8.540000000000001,0
FUR-SAF-10003469,Furniture,Bookcases,7,3768.09,14,-771.27,446.8,0
FUR-SAF-10003540,Furniture,Bookcases,4,667.0799999999999,6,-156.96000000000004,46.15,0
FUR-SAF-10003745,Furniture,Chairs,9,1563.624,12,-82.296,198.47,0
FUR-SAF-10003819,Furniture,Chairs,5,3063.42,18,1163.7,288.58,0
FUR-SAF-10004173,Furniture,Bookcases,3,1225.572,11,-122.80800000000002,104.2,0
FUR-SAF-10004252,Furniture,Chairs,2,2969.0879999999997,10,-1345.5120000000002,210.42,0
FUR-SAF-10004426,Furniture,Bookcases,3,658.476,7,-180.684,33.67,0
FUR-SAF-10004525,Furniture,Chairs,3,772.524,10,-67.176,101.81,0
FUR-SAF-10004530,Furniture,Bookcases,6,2990.4480000000003,17,1117.2179999999998,374.25,0
FUR-SAF-10004664,Furniture,Chairs,3,316.65599999999995,6,15.69599999999999,52.18,0
FUR-SAU-10000209,Furniture,Bookcases,4,484.308,4,67.428,55.92,0
FUR-SAU-10000637,Furniture,Bookcases,4,1548.36,4,510.84,115.7,0
FUR-SAU-10000745,Furniture,Bookcases,2,504.09,3,115.92,74.69,0
FUR-SAU-10000893,Furniture,Bookcases,7,2539.986,18,663.486,228.18,0
FUR-SAU-10001776,Furniture,Bookcases,8,2059.563,17,447.453,390.45,0
FUR-SAU-10002043,Furniture,Bookcases,1,388.08,2,93.12,34.28,0
FUR-SAU-10002167,Furniture,Bookcases,1,132.912,2,-83.088,17.19,0
FUR-SAU-10002255,Furniture,Bookcases,4,5685.42,13,966.42,581.27,0
FUR-SAU-10002331,Furniture,Bookcases,5,1821.861,6,-480.699,155.38,0
FUR-SAU-10002540,Furniture,Bookcases,5,541.236,7,-329.21399999999994,69.21000000000001,0
FUR-SAU-10002642,Furniture,Bookcases,4,600.048,5,-58.452,97.49,0
FUR-SAU-10002714,Furniture,Bookcases,4,535.14,5,-59.46000000000001,44.43,0
FUR-SAU-10003188,Furniture,Bookcases,3,657.096,5,194.046,35.28,0
FUR-SAU-10003203,Furniture,Bookcases,2,270.71999999999997,3,-28.799999999999997,25.62,0
FUR-SAU-10003694,Furniture,Bookcases,4,1287.495,7,-1034.055,152.18,0
FUR-SAU-10003795,Furniture,Bookcases,2,441.9,3,30.869999999999997,70.51,0
FUR-SAU-10003872,Furniture,Bookcases,6,1763.37,9,405.54,236.27,0
FUR-SAU-10003928,Furniture,Bookcases,2,870.9,2,130.62,118.23,0
FUR-SAU-10003933,Furniture,Bookcases,2,1315.53,3,591.9300000000001,137.49,0
FUR-SAU-10004053,Furniture,Bookcases,6,3547.7999999999997,18,1312.2,362.53,0
FUR-SAU-10004137,Furniture,Bookcases,6,1945.8,12,474.48,199.18,0
FUR-SAU-10004221,Furniture,Bookcases,5,2397.12,16,719.04,355.44,0
FUR-SAU-10004653,Furniture,Bookcases,9,8894.196,21,3491.9460000000004,942.02,0
FUR-TA-10000022,Furniture,Tables,1,3694.68,4,886.68,382.77,0
FUR-TA-10000038,Furniture,Tables,1,1837.206,3,183.636,107.98,0
FUR-TA-10000052,Furniture,Tables,2,2109.807,7,726.537,201.18,0
FUR-TA-10000073,Furniture,Tables,1,533.799,3,-144.891,36.21,0
FUR-TA-10000075,Furniture,Tables,1,511.44,4,-191.88,58.14,0
FUR-TA-10000115,Furniture,Tables,1,272.673,3,-499.977,21.13,0
FUR-TA-10000136,Furniture,Tables,2,2682.904,7,-93.43599999999998,418.83,0
FUR-TA-10000147,Furniture,Tables,2,1148.022,8,-628.938,90.53,0
FUR-TA-10000164,Furniture,Tables,1,1081.08,4,43.2,92.14,0
FUR-TA-10000184,Furniture,Tables,3,7540.965,11,1344.555,555.06,0
FUR-TA-10000198,Furniture,Tables,5,9917.64,27,-2876.1156,1133.62,0
FUR-TA-10000207,Furniture,Tables,2,3326.847,13,-1851.183,207.17,0
FUR-TA-10000222,Furniture,Tables,2,1894.8954,9,43.77539999999999,106.5,0
FUR-TA-10000226,Furniture,Tables,2,3577.947,5,-218.253,845.16,0
FUR-TA-10000245,Furniture,Tables,3,1366.568,7,201.908,114.11,0
FUR-TA-10000283,Furniture,Tables,1,1487.724,4,-488.916,124.4,0
FUR-TA-10000299,Furniture,Tables,2,1735.044,7,-681.4259999999999,313.78999999999996,0
FUR-TA-10000304,Furniture,Tables,1,381.96,3,-181.44,2.89,0
FUR-TA-10000310,Furniture,Tables,3,1200.306,9,-676.014,194.85,0
FUR-TA-10000317,Furniture,Tables,1,1022.528,4,332.288,105.03,0
FUR-TA-10000323,Furniture,Tables,3,2720.88,12,0.0,285.71,0
FUR-TA-10000347,Furniture,Tables,1,2228.6355,7,-754.4145,440.25,0
FUR-TA-10000355,Furniture,Tables,1,320.166,1,-170.784,32.07,0
FUR-TA-10000360,Furniture,Tables,1,871.182,4,-387.258,59.11,0
FUR-TA-10000403,Furniture,Tables,2,789.3119999999999,3,-629.418,77.22999999999999,0
FUR-TA-10000434,Furniture,Tables,2,833.3208,5,-328.5792,200.84,0
FUR-TA-10000478,Furniture,Tables,2,2771.52,10,484.92,226.85,0
FUR-TA-10000486,Furniture,Tables,4,3183.936,15,484.2360000000001,287.42,0
FUR-TA-10000490,Furniture,Tables,1,854.784,6,-241.956,47.72,0
FUR-TA-10000518,Furniture,Tables,1,249.904,1,28.104,26.11,0
FUR-TA-10000519,Furniture,Tables,1,692.328,7,-1315.552,57.33,0
FUR-TA-10000558,Furniture,Tables,2,1798.26,4,359.58,177.14,0
FUR-TA-10000577,Furniture,Tables,8,7242.768,29,-532.7613,703.64,0
FUR-TA-10000591,Furniture,Tables,1,993.615,7,-397.635,58.71,0
FUR-TA-10000593,Furniture,Tables,1,304.384,2,60.864,15.0,0
FUR-TA-10000617,Furniture,Tables,6,4334.827499999999,22,430.0695,406.76,0
FUR-TA-10000637,Furniture,Tables,2,1842.66,5,153.45999999999998,97.87,0
FUR-TA-10000649,Furniture,Tables,3,5213.268,16,-219.612,323.69,0
FUR-TA-10000665,Furniture,Tables,4,3506.1468,10,-994.1532,353.09,0
FUR-TA-10000670,Furniture,Tables,1,538.56,2,166.92,73.73,0
FUR-TA-10000671,Furniture,Tables,3,3870.208,8,-822.432,404.27,0
FUR-TA-10000687,Furniture,Tables,1,3427.1496,7,-452.8104,586.57,0
FUR-TA-10000688,Furniture,Tables,6,3354.89,18,100.211,357.11,0
FUR-TA-10000695,Furniture,Tables,2,1240.0,5,310.0,92.17,0
FUR-TA-10000750,Furniture,Tables,3,1517.648,8,-414.032,189.61,0
FUR-TA-10000789,Furniture,Tables,2,680.96,4,143.36,103.48,0
FUR-TA-10000805,Furniture,Tables,1,1428.8,4,628.64,150.07,0
FUR-TA-10000849,Furniture,Tables,4,1007.262,13,-586.8396,64.03,0
FUR-TA-10000855,Furniture,Tables,1,112.584,2,-232.696,5.12,0
FUR-TA-10000861,Furniture,Tables,1,1360.62,3,-979.65,91.18,0
FUR-TA-10000927,Furniture,Tables,1,740.184,3,-407.136,231.52,0
FUR-TA-10000945,Furniture,Tables,1,640.74,3,301.14,133.6,0
FUR-TA-10000962,Furniture,Tables,3,4673.7702,8,-942.2298,283.53999999999996,0
FUR-TA-10000963,Furniture,Tables,1,747.36,3,-93.42,131.21,0
