ProductID,Category,Sub-Category,NumberOfCustomers,TotalSales,TotalQuantity,TotalProfit,TotalShippingCost
FUR-CH-10003312,Furniture,Chairs,7,5623.284,26,-866.3496,1085.76
FUR-CH-10003336,Furniture,Chairs,8,1218.7836,24,-37.6164,82.52
FUR-CH-10003341,Furniture,Chairs,1,131.64,2,64.5,26.5
FUR-CH-10003353,Furniture,Chairs,2,975.232,8,-658.368,131.42
FUR-CH-10003354,Furniture,Chairs,28,8184.590099999999,106,1128.0801,969.24
FUR-CH-10003355,Furniture,Chairs,5,1147.146,18,315.546,187.44
FUR-CH-10003362,Furniture,Chairs,4,1905.4439999999997,13,-158.82599999999996,201.57
FUR-CH-10003365,Furniture,Chairs,7,9253.5,24,2669.1000000000004,1278.22
FUR-CH-10003379,Furniture,Chairs,9,7979.4400000000005,33,926.1850000000001,839.84
FUR-CH-10003392,Furniture,Chairs,12,1885.808,37,-142.532,325.55
FUR-CH-10003396,Furniture,Chairs,10,1770.5400000000002,29,-216.31380000000001,163.27
FUR-CH-10003419,Furniture,Chairs,6,1007.1225,19,-283.9275,131.84
FUR-CH-10003423,Furniture,Chairs,7,1515.0400000000002,20,374.24,139.41
FUR-CH-10003440,Furniture,Chairs,3,630.8820000000001,7,175.18200000000002,55.11
FUR-CH-10003448,Furniture,Chairs,5,553.54,17,104.74000000000001,46.400000000000006
FUR-CH-10003485,Furniture,Chairs,6,1946.56,24,8.799999999999992,145.5
FUR-CH-10003499,Furniture,Chairs,2,890.082,7,302.292,88.22
FUR-CH-10003508,Furniture,Chairs,1,333.42,2,16.62,19.41
FUR-CH-10003512,Furniture,Chairs,6,930.453,21,251.943,62.5
FUR-CH-10003514,Furniture,Chairs,9,2966.888,35,248.788,244.17000000000002
FUR-CH-10003535,Furniture,Chairs,8,1396.442,28,-20.733200000000004,136.03
FUR-CH-10003540,Furniture,Chairs,6,1298.025,29,-291.46500000000003,146.12
FUR-CH-10003551,Furniture,Chairs,9,6848.6256,49,2739.9756,419.48
FUR-CH-10003558,Furniture,Chairs,1,580.392,6,77.292,24.82
FUR-CH-10003559,Furniture,Chairs,6,549.38,15,232.28,83.28
FUR-CH-10003580,Furniture,Chairs,10,1790.4975,33,793.5675,153.43
FUR-CH-10003581,Furniture,Chairs,8,8985.069599999999,22,2582.4096,830.87
FUR-CH-10003597,Furniture,Chairs,4,5823.8207999999995,14,1928.7408,369.29
FUR-CH-10003606,Furniture,Chairs,3,705.32,6,151.3232,117.89999999999999
FUR-CH-10003608,Furniture,Chairs,2,347.592,8,24.791999999999998,32.72
FUR-CH-10003616,Furniture,Chairs,3,4788.576,13,1376.466,818.1899999999999
FUR-CH-10003618,Furniture,Chairs,1,161.892,2,-29.688,63.14
FUR-CH-10003621,Furniture,Chairs,3,427.076,13,-70.044,39.160000000000004
FUR-CH-10003623,Furniture,Chairs,3,510.784,10,-39.016,55.7
FUR-CH-10003692,Furniture,Chairs,8,5139.738,33,141.22799999999995,434.0
FUR-CH-10003696,Furniture,Chairs,1,58.04,5,-23.26,12.48
FUR-CH-10003697,Furniture,Chairs,11,1615.864,54,-269.816,133.56
FUR-CH-10003702,Furniture,Chairs,1,688.32,8,-436.08,46.13
FUR-CH-10003706,Furniture,Chairs,11,2857.008,69,200.508,353.0
FUR-CH-10003733,Furniture,Chairs,9,2097.328,49,74.608,166.95000000000002
FUR-CH-10003746,Furniture,Chairs,9,9615.427,30,1959.3394,771.59
FUR-CH-10003750,Furniture,Chairs,1,661.905,5,-36.795,67.17
FUR-CH-10003760,Furniture,Chairs,6,1321.6779000000001,27,480.0879,179.53
FUR-CH-10003761,Furniture,Chairs,2,969.252,8,204.3288,152.57
FUR-CH-10003771,Furniture,Chairs,1,381.84,4,80.16,47.31
FUR-CH-10003772,Furniture,Chairs,3,710.856,13,197.226,104.91
FUR-CH-10003774,Furniture,Chairs,14,4166.884,59,-503.1194,405.14
FUR-CH-10003794,Furniture,Chairs,3,263.61899999999997,7,17.499,27.78
FUR-CH-10003808,Furniture,Chairs,1,150.57,3,-48.24,8.51
FUR-CH-10003817,Furniture,Chairs,9,2204.862,43,245.99699999999999,218.75
FUR-CH-10003822,Furniture,Chairs,8,2665.404,34,1075.224,202.21
FUR-CH-10003833,Furniture,Chairs,9,1890.3799999999999,39,-131.107,208.08
FUR-CH-10003836,Furniture,Chairs,8,3285.9906,29,128.7606,346.31
FUR-CH-10003841,Furniture,Chairs,3,2007.897,14,714.297,349.17
FUR-CH-10003842,Furniture,Chairs,4,986.4,15,133.2,88.83
FUR-CH-10003844,Furniture,Chairs,7,1477.12,19,196.52,143.23
FUR-CH-10003846,Furniture,Chairs,13,7267.752,51,-530.1696000000001,660.24
FUR-CH-10003848,Furniture,Chairs,5,2036.28,20,200.28,212.08
FUR-CH-10003853,Furniture,Chairs,6,1070.264,20,-169.736,89.67999999999999
FUR-CH-10003861,Furniture,Chairs,8,3204.3096,29,1032.7896,528.17
FUR-CH-10003874,Furniture,Chairs,1,133.272,9,-126.648,7.36
FUR-CH-10003875,Furniture,Chairs,1,704.76,4,0.0,11.86
FUR-CH-10003883,Furniture,Chairs,6,2020.312,19,56.092,213.03
FUR-CH-10003894,Furniture,Chairs,1,803.04,8,345.12,47.86
FUR-CH-10003910,Furniture,Chairs,6,1649.2086,25,605.9586,181.51
FUR-CH-10003941,Furniture,Chairs,11,11175.424,42,1226.464,1078.09
FUR-CH-10003948,Furniture,Chairs,2,1677.804,10,473.904,199.89
FUR-CH-10003950,Furniture,Chairs,10,15455.8125,37,-981.0675,2025.44
FUR-CH-10003956,Furniture,Chairs,4,922.74,16,-133.4424,142.96
FUR-CH-10003965,Furniture,Chairs,6,3807.573,35,1018.7729999999999,354.45
FUR-CH-10003968,Furniture,Chairs,6,1341.522,22,-32.6508,160.19
FUR-CH-10003973,Furniture,Chairs,8,9070.944,31,773.2608,962.91
FUR-CH-10003981,Furniture,Chairs,7,4420.056,24,41.1168,781.42
FUR-CH-10003982,Furniture,Chairs,8,2921.7599999999998,33,591.3,325.61
FUR-CH-10004007,Furniture,Chairs,2,457.392,6,151.212,27.14
FUR-CH-10004009,Furniture,Chairs,7,3840.48,29,777.21,348.64
FUR-CH-10004010,Furniture,Chairs,11,863.552,29,98.532,93.21000000000001
FUR-CH-10004011,Furniture,Chairs,5,3978.0,16,746.64,328.11
FUR-CH-10004026,Furniture,Chairs,1,329.76,4,-126.48,49.7
FUR-CH-10004040,Furniture,Chairs,2,507.384,6,146.484,78.56
FUR-CH-10004047,Furniture,Chairs,4,1923.6,16,516.24,131.34
FUR-CH-10004049,Furniture,Chairs,6,758.8091999999999,17,222.2892,88.14999999999999
FUR-CH-10004050,Furniture,Chairs,2,2733.12,6,847.26,1029.46
FUR-CH-10004054,Furniture,Chairs,9,3436.904,50,-195.096,313.74
FUR-CH-10004062,Furniture,Chairs,2,420.64000000000004,11,-420.64000000000004,33.9
FUR-CH-10004063,Furniture,Chairs,8,8665.194,35,1558.591,668.38
FUR-CH-10004065,Furniture,Chairs,4,1093.1265,23,89.17649999999999,137.4
FUR-CH-10004082,Furniture,Chairs,7,2649.0681,43,903.6981,200.28
FUR-CH-10004086,Furniture,Chairs,8,8430.997,34,1388.6348,1039.81
FUR-CH-10004089,Furniture,Chairs,6,1057.6872,18,241.2072,113.61
FUR-CH-10004095,Furniture,Chairs,15,9124.312,66,1614.472,1032.3600000000001
FUR-CH-10004101,Furniture,Chairs,5,1942.902,13,790.452,138.12
FUR-CH-10004151,Furniture,Chairs,2,208.832,8,-287.168,28.599999999999998
FUR-CH-10004163,Furniture,Chairs,5,1169.136,14,219.936,111.25999999999999
FUR-CH-10004194,Furniture,Chairs,11,2105.82,42,641.1,235.4
FUR-CH-10004196,Furniture,Chairs,9,6331.71,42,1150.59,542.0
FUR-CH-10004199,Furniture,Chairs,2,1113.408,4,-612.432,226.09
FUR-CH-10004218,Furniture,Chairs,9,3150.576,35,499.851,427.26
FUR-CH-10004219,Furniture,Chairs,6,643.104,21,60.983999999999995,38.56
FUR-CH-10004242,Furniture,Chairs,8,1238.016,24,466.176,93.94
FUR-CH-10004255,Furniture,Chairs,5,7336.737,17,-429.543,549.2
FUR-CH-10004277,Furniture,Chairs,6,1434.4199999999998,17,-441.36,104.92999999999999
FUR-CH-10004287,Furniture,Chairs,13,11572.78,53,1179.374,801.74
FUR-CH-10004289,Furniture,Chairs,7,2389.902,30,-3.552713678800501e-15,261.44
FUR-CH-10004306,Furniture,Chairs,6,825.1536,22,-23.606400000000004,78.28
FUR-CH-10004309,Furniture,Chairs,1,396.9,5,-4.5,21.63
FUR-CH-10004312,Furniture,Chairs,14,2178.03,56,160.35,231.08
FUR-CH-10004331,Furniture,Chairs,9,3233.7927,28,551.6727,395.06
FUR-CH-10004338,Furniture,Chairs,6,559.86,21,-47.040000000000006,54.27
FUR-CH-10004339,Furniture,Chairs,11,2879.8559999999998,38,273.816,210.66
FUR-CH-10004355,Furniture,Chairs,2,492.822,5,-119.47800000000001,50.81
FUR-CH-10004365,Furniture,Chairs,4,1096.5,9,121.26,88.39
FUR-CH-10004387,Furniture,Chairs,11,1989.9479999999999,49,209.82800000000003,217.98
FUR-CH-10004441,Furniture,Chairs,1,188.04,4,65.76,22.1
FUR-CH-10004447,Furniture,Chairs,5,2870.3148,23,-496.1952,222.81
FUR-CH-10004448,Furniture,Chairs,1,69.336,2,4.596,5.46
FUR-CH-10004455,Furniture,Chairs,1,1440.96,8,43.2,82.77
FUR-CH-10004462,Furniture,Chairs,2,2665.854,7,317.004,386.53
FUR-CH-10004467,Furniture,Chairs,8,910.8,23,113.62,58.94
FUR-CH-10004477,Furniture,Chairs,9,2185.951,44,283.74739999999997,222.66
FUR-CH-10004478,Furniture,Chairs,12,1790.08,36,158.56,230.17
FUR-CH-10004491,Furniture,Chairs,5,1827.0096,12,518.0496,208.18
FUR-CH-10004495,Furniture,Chairs,8,6410.874,26,854.7832000000001,517.61
FUR-CH-10004506,Furniture,Chairs,5,1402.368,19,-122.952,133.19
FUR-CH-10004536,Furniture,Chairs,3,371.217,13,-105.363,54.39
FUR-CH-10004540,Furniture,Chairs,6,815.864,32,15.083199999999998,95.86
FUR-CH-10004547,Furniture,Chairs,7,692.664,22,-38.176,69.24000000000001
FUR-CH-10004572,Furniture,Chairs,12,5612.6318,35,402.5318,673.97
FUR-CH-10004576,Furniture,Chairs,4,755.5704,18,103.7904,40.84
FUR-CH-10004580,Furniture,Chairs,8,1280.8323,27,201.1023,152.82
FUR-CH-10004584,Furniture,Chairs,6,2152.6236,27,705.9636,244.84
FUR-CH-10004592,Furniture,Chairs,4,2484.669,22,408.969,270.14
FUR-CH-10004600,Furniture,Chairs,8,3286.08,53,1263.6000000000001,350.13
FUR-CH-10004606,Furniture,Chairs,6,2155.23,23,-608.91,251.85999999999999
FUR-CH-10004609,Furniture,Chairs,4,1003.8,10,431.4,228.19000000000003
FUR-CH-10004626,Furniture,Chairs,6,1947.1770000000001,20,413.649,277.68
FUR-CH-10004642,Furniture,Chairs,1,44.624,2,-37.936,5.32
FUR-CH-10004652,Furniture,Chairs,5,279.104,16,-62.656,17.15
FUR-CH-10004669,Furniture,Chairs,10,7998.86,30,2411.66,996.1800000000001
FUR-CH-10004675,Furniture,Chairs,7,5212.112,27,972.6368,645.4
FUR-CH-10004676,Furniture,Chairs,7,3268.128,27,276.798,327.21999999999997
FUR-CH-10004685,Furniture,Chairs,2,620.058,4,102.01800000000001,32.05
FUR-CH-10004694,Furniture,Chairs,10,4490.9064,35,1388.1564,713.71
FUR-CH-10004698,Furniture,Chairs,8,1830.1480000000001,30,80.97999999999999,198.65
FUR-CH-10004705,Furniture,Chairs,2,1828.56,4,182.76,253.54
FUR-CH-10004725,Furniture,Chairs,12,1776.852,58,-75.668,174.25
FUR-CH-10004736,Furniture,Chairs,6,426.36,17,-29.580000000000005,35.02
FUR-CH-10004746,Furniture,Chairs,6,4774.0,17,2086.3,396.74
FUR-CH-10004751,Furniture,Chairs,4,631.92,12,-183.48000000000002,68.13
FUR-CH-10004754,Furniture,Chairs,7,803.464,31,125.0166,89.68
FUR-CH-10004755,Furniture,Chairs,10,4999.584,53,1280.044,448.87
FUR-CH-10004774,Furniture,Chairs,10,13898.04,44,736.3199999999999,1205.73
FUR-CH-10004783,Furniture,Chairs,5,413.16,13,-6.999999999999998,75.66
FUR-CH-10004790,Furniture,Chairs,5,758.043,19,163.53300000000002,53.76
FUR-CH-10004792,Furniture,Chairs,3,1650.8429999999998,10,595.443,176.45
FUR-CH-10004795,Furniture,Chairs,4,1679.4,17,-148.1,207.67000000000002
FUR-CH-10004801,Furniture,Chairs,3,399.984,26,-430.45599999999996,73.68
FUR-CH-10004810,Furniture,Chairs,6,2199.834,14,364.854,293.53000000000003
FUR-CH-10004826,Furniture,Chairs,5,1048.3851,13,493.4151,63.49
FUR-CH-10004827,Furniture,Chairs,6,642.768,23,-78.97200000000001,81.25
FUR-CH-10004844,Furniture,Chairs,7,1669.5,19,-445.2,152.0
FUR-CH-10004853,Furniture,Chairs,6,2959.208,23,493.70459999999997,318.99
FUR-CH-10004860,Furniture,Chairs,8,1746.9540000000002,21,-246.3912,173.03
FUR-CH-10004863,Furniture,Chairs,7,3531.9834,27,1208.0934,312.55
FUR-CH-10004875,Furniture,Chairs,8,1501.8980000000001,24,254.8244,158.23
FUR-CH-10004886,Furniture,Chairs,6,1775.075,24,117.059,188.98
FUR-CH-10004899,Furniture,Chairs,5,1154.16,18,181.07999999999998,137.29
FUR-CH-10004910,Furniture,Chairs,1,2958.984,7,953.274,236.23
FUR-CH-10004913,Furniture,Chairs,5,3136.6566000000003,24,126.33659999999999,286.09999999999997
FUR-CH-10004920,Furniture,Chairs,9,1149.656,28,80.616,124.58
FUR-CH-10004943,Furniture,Chairs,2,376.54499999999996,10,-121.755,21.07
FUR-CH-10004969,Furniture,Chairs,4,410.256,10,-33.443999999999996,39.81
FUR-CH-10004983,Furniture,Chairs,5,4185.48,31,342.88739999999996,486.43
FUR-CH-10004992,Furniture,Chairs,1,36.12,3,-50.58,7.33
FUR-CH-10004993,Furniture,Chairs,13,5674.9439999999995,59,1044.624,678.41
FUR-CH-10004997,Furniture,Chairs,10,6748.482,43,281.97,548.2
FUR-CHR-10000585,Furniture,Tables,1,269.28,1,110.4,35.78
FUR-CHR-10000888,Furniture,Tables,1,177.96,1,-124.59,24.18
FUR-CHR-10001018,Furniture,Tables,2,2788.02,6,195.12,802.7099999999999
FUR-CHR-10001570,Furniture,Tables,2,1740.48,2,609.12,186.5
FUR-CHR-10001784,Furniture,Tables,1,534.18,2,16.02,42.51
FUR-CHR-10002165,Furniture,Tables,1,3877.68,8,930.48,242.9
FUR-CHR-10002278,Furniture,Tables,2,3003.456,12,-1051.2240000000002,187.6
FUR-CHR-10002686,Furniture,Tables,2,2228.1,5,1091.7,395.77
FUR-CHR-10003806,Furniture,Tables,2,2094.408,3,-340.36199999999997,136.11
FUR-CHR-10004803,Furniture,Tables,1,967.98,2,445.26,80.13
FUR-DAN-10000597,Furniture,Bookcases,3,812.88,6,-111.78,141.77
FUR-DAN-10001340,Furniture,Bookcases,4,697.704,8,-10.056000000000019,75.64
FUR-DAN-10001462,Furniture,Bookcases,3,651.582,6,-78.858,47.58
FUR-DAN-10001557,Furniture,Bookcases,1,170.7,1,58.02,22.78
FUR-DAN-10001584,Furniture,Bookcases,3,1241.1,10,570.9000000000001,95.81
FUR-DAN-10001622,Furniture,Bookcases,2,727.5,2,79.98,53.06
FUR-DAN-10001875,Furniture,Bookcases,2,337.62,2,128.28,35.1
FUR-DAN-10001993,Furniture,Bookcases,4,662.262,6,-141.258,157.44
FUR-DAN-10002017,Furniture,Bookcases,2,739.3679999999999,3,36.918000000000006,96.98
FUR-DAN-10002028,Furniture,Bookcases,6,2562.336,8,-148.94400000000002,307.66
FUR-DAN-10002167,Furniture,Bookcases,2,948.7919999999999,5,-456.25800000000004,103.07000000000001
FUR-DAN-10002314,Furniture,Bookcases,4,1452.6,12,609.84,225.13
FUR-DAN-10002348,Furniture,Bookcases,1,824.22,2,255.48,200.09
FUR-DAN-10002631,Furniture,Bookcases,4,628.32,7,-281.40000000000003,66.83
FUR-DAN-10002741,Furniture,Bookcases,1,493.68,4,54.24,36.99
FUR-DAN-10002846,Furniture,Bookcases,4,1031.22,8,27.30000000000001,102.17999999999999
FUR-DAN-10002967,Furniture,Bookcases,4,1902.2849999999999,19,-239.77499999999998,233.1
FUR-DAN-10003011,Furniture,Bookcases,5,984.393,10,339.99300000000005,97.9
FUR-DAN-10003065,Furniture,Bookcases,7,3116.64,10,-108.95999999999998,334.5
FUR-DAN-10003334,Furniture,Bookcases,3,763.8299999999999,9,101.79,75.28999999999999
FUR-DAN-10004510,Furniture,Bookcases,2,2026.4160000000002,8,144.57599999999996,315.90999999999997
FUR-DAN-10004625,Furniture,Bookcases,3,802.494,9,189.59400000000002,99.98
FUR-DAN-10004745,Furniture,Bookcases,5,952.146,9,226.92600000000002,91.56
FUR-DAN-10004940,Furniture,Bookcases,5,1681.902,6,32.74200000000002,121.77
FUR-DEF-10000065,Furniture,Furnishings,6,588.885,9,20.264999999999997,67.48
FUR-DEF-10000346,Furniture,Furnishings,5,1354.23,13,37.19999999999999,84.19
FUR-DEF-10000349,Furniture,Furnishings,6,212.43599999999998,14,-123.98400000000002,27.18
FUR-DEF-10000384,Furniture,Furnishings,6,369.18,9,-10.709999999999999,47.7
FUR-DEF-10000495,Furniture,Furnishings,4,794.898,17,-34.872,60.79
FUR-DEF-10000572,Furniture,Furnishings,2,207.84,4,0.0,39.3
FUR-DEF-10000622,Furniture,Furnishings,7,212.688,14,42.168,22.2
FUR-DEF-10000639,Furniture,Furnishings,4,197.22,5,-5.279999999999994,18.38
FUR-DEF-10000720,Furniture,Furnishings,2,132.03,3,47.519999999999996,18.72
FUR-DEF-10000810,Furniture,Furnishings,4,228.15,9,102.60000000000001,20.72
FUR-DEF-10001359,Furniture,Furnishings,10,1347.384,16,-356.616,108.59
FUR-DEF-10001477,Furniture,Furnishings,2,38.313,3,-66.447,3.7800000000000002
FUR-DEF-10001763,Furniture,Furnishings,2,204.89999999999998,5,28.650000000000002,21.11
FUR-DEF-10002774,Furniture,Furnishings,9,539.676,16,24.155999999999985,30.57
FUR-DEF-10002814,Furniture,Furnishings,3,95.64,4,26.76,3.6
FUR-DEF-10002865,Furniture,Furnishings,9,464.904,29,209.124,49.93
FUR-DEF-10003140,Furniture,Furnishings,3,100.965,6,28.784999999999997,12.549999999999999
FUR-DEF-10003315,Furniture,Furnishings,5,503.979,11,13.929000000000002,72.62
FUR-DEF-10003551,Furniture,Furnishings,3,505.20000000000005,10,75.6,42.95
FUR-DEF-10003676,Furniture,Furnishings,4,62.496,4,-23.304000000000002,6.489999999999999
FUR-DEF-10004141,Furniture,Furnishings,4,332.724,8,-3.996000000000002,41.18
FUR-DEF-10004355,Furniture,Furnishings,4,654.81,13,58.89,53.14
FUR-DEF-10004555,Furniture,Furnishings,1,220.08,2,96.78,15.56
FUR-DEF-10004936,Furniture,Furnishings,3,64.08,4,32.04,7.3999999999999995
FUR-ELD-10000038,Furniture,Furnishings,4,306.342,9,-30.887999999999998,37.26
FUR-ELD-10000301,Furniture,Furnishings,4,860.694,8,348.774,54.34
FUR-ELD-10000335,Furniture,Furnishings,4,268.983,10,-103.917,24.029999999999998
FUR-ELD-10000605,Furniture,Furnishings,3,75.744,3,-7.596000000000001,6.97
FUR-ELD-10000857,Furniture,Furnishings,6,663.408,17,-58.24199999999999,71.64999999999999
FUR-ELD-10000963,Furniture,Furnishings,3,427.95000000000005,15,89.55,46.94
FUR-ELD-10001163,Furniture,Furnishings,1,918.96,8,128.64,45.6
FUR-ELD-10001413,Furniture,Furnishings,5,138.6,11,-33.33,9.8
FUR-ELD-10002511,Furniture,Furnishings,4,302.48400000000004,8,-135.036,27.28
FUR-ELD-10003131,Furniture,Furnishings,3,679.6800000000001,6,176.57999999999998,128.1
FUR-ELD-10003179,Furniture,Furnishings,5,330.84000000000003,6,112.32,56.64
FUR-ELD-10003479,Furniture,Furnishings,4,856.8,16,256.8,69.51
FUR-ELD-10003695,Furniture,Furnishings,5,166.716,9,30.096000000000004,16.42
FUR-ELD-10003802,Furniture,Furnishings,8,772.572,20,18.49199999999999,50.96
FUR-ELD-10003828,Furniture,Furnishings,5,190.56,11,-40.11,26.15
FUR-ELD-10003843,Furniture,Furnishings,2,81.354,2,-13.985999999999999,3.8899999999999997
FUR-ELD-10004384,Furniture,Furnishings,3,1139.25,17,-283.65,190.46
FUR-ELD-10004515,Furniture,Furnishings,2,250.79999999999998,5,47.55,13.17
FUR-ELD-10004559,Furniture,Furnishings,2,72.288,3,6.318000000000001,7.0
FUR-ELD-10004727,Furniture,Furnishings,2,201.6,7,7.5600000000000005,28.59
FUR-ELD-10004973,Furniture,Furnishings,2,259.992,6,15.732,30.2
FUR-ELD-10004994,Furniture,Furnishings,4,192.37199999999999,4,65.53200000000001,25.45
FUR-FU-10000010,Furniture,Furnishings,10,175.938,36,52.4832,23.580000000000002
FUR-FU-10000012,Furniture,Furnishings,4,182.088,13,11.008000000000001,16.03
FUR-FU-10000018,Furniture,Furnishings,1,66.168,2,11.028,4.2
FUR-FU-10000023,Furniture,Furnishings,9,236.778,45,88.35,22.490000000000002
FUR-FU-10000039,Furniture,Furnishings,5,260.163,14,25.803,31.5
FUR-FU-10000060,Furniture,Furnishings,6,187.88,20,-70.12,26.38
FUR-FU-10000065,Furniture,Furnishings,4,1465.2,27,-216.36,213.48000000000002
FUR-FU-10000067,Furniture,Furnishings,1,248.688,8,32.928,10.99
FUR-FU-10000069,Furniture,Furnishings,5,578.6088,17,-33.9012,52.98
FUR-FU-10000072,Furniture,Furnishings,3,149.52,14,-88.62,22.37
FUR-FU-10000073,Furniture,Furnishings,3,124.74,17,37.037,11.02
FUR-FU-10000076,Furniture,Furnishings,6,487.512,27,180.0198,57.25
FUR-FU-10000087,Furniture,Furnishings,6,308.99199999999996,16,94.51520000000001,33.800000000000004
FUR-FU-10000110,Furniture,Furnishings,8,656.3199999999999,37,-427.78,54.71
FUR-FU-10000135,Furniture,Furnishings,5,969.408,21,185.058,66.28
FUR-FU-10000140,Furniture,Furnishings,5,791.406,30,61.206,80.86
FUR-FU-10000142,Furniture,Furnishings,4,178.08,11,43.11,14.87
FUR-FU-10000159,Furniture,Furnishings,7,1609.52,28,298.0,122.14
FUR-FU-10000163,Furniture,Furnishings,1,110.1,1,8.79,10.14
FUR-FU-10000175,Furniture,Furnishings,4,159.268,16,7.6888000000000005,21.56
FUR-FU-10000188,Furniture,Furnishings,3,770.2800000000001,7,61.53,74.18
FUR-FU-10000193,Furniture,Furnishings,6,467.712,20,-129.92,42.79
FUR-FU-10000204,Furniture,Furnishings,1,126.18,3,63.09,14.34
FUR-FU-10000206,Furniture,Furnishings,7,45.396,20,14.549999999999999,3.46
FUR-FU-10000221,Furniture,Furnishings,9,176.784,38,49.3776,16.62
FUR-FU-10000222,Furniture,Furnishings,5,441.72799999999995,19,28.257600000000004,37.07
FUR-FU-10000225,Furniture,Furnishings,3,585.36,12,29.16,71.52
FUR-FU-10000242,Furniture,Furnishings,6,1156.356,20,185.55599999999998,148.56
FUR-FU-10000246,Furniture,Furnishings,5,244.39999999999998,22,56.211999999999996,15.85
FUR-FU-10000251,Furniture,Furnishings,2,205.38,7,55.44,20.57
FUR-FU-10000256,Furniture,Furnishings,2,336.765,7,147.975,31.36
FUR-FU-10000260,Furniture,Furnishings,4,124.586,19,26.211599999999997,11.62
FUR-FU-10000267,Furniture,Furnishings,3,527.778,12,-18.702,41.870000000000005
FUR-FU-10000277,Furniture,Furnishings,5,1685.44,18,244.3888,177.29
FUR-FU-10000287,Furniture,Furnishings,1,63.0,2,7.56,5.38
FUR-FU-10000293,Furniture,Furnishings,4,1431.9440000000002,14,46.3276,100.75
FUR-FU-10000295,Furniture,Furnishings,8,496.296,34,101.01599999999999,62.72
FUR-FU-10000298,Furniture,Furnishings,4,698.0400000000001,15,-122.31000000000002,103.96000000000001
FUR-FU-10000305,Furniture,Furnishings,3,468.468,7,51.105599999999995,101.61
FUR-FU-10000306,Furniture,Furnishings,4,597.6179999999999,13,-16.241999999999997,74.5
FUR-FU-10000308,Furniture,Furnishings,7,1579.3719999999998,26,318.3616,189.74
FUR-FU-10000320,Furniture,Furnishings,6,82.832,30,26.720000000000002,11.38
FUR-FU-10000339,Furniture,Furnishings,5,2100.618,22,-222.582,151.4
FUR-FU-10000342,Furniture,Furnishings,3,54.468,8,-30.171999999999997,3.77
FUR-FU-10000350,Furniture,Furnishings,8,239.39999999999998,27,45.0,20.04
FUR-FU-10000361,Furniture,Furnishings,5,532.2239999999999,15,24.444,49.769999999999996
FUR-FU-10000366,Furniture,Furnishings,1,327.84,8,134.4,26.34
FUR-FU-10000368,Furniture,Furnishings,7,3576.138,34,1428.018,309.34000000000003
FUR-FU-10000388,Furniture,Furnishings,4,356.32800000000003,9,31.787999999999997,29.27
FUR-FU-10000394,Furniture,Furnishings,9,1601.4474,36,670.4874,164.09
FUR-FU-10000397,Furniture,Furnishings,5,338.98,17,94.9144,17.3
FUR-FU-10000409,Furniture,Furnishings,3,98.868,7,42.2436,7.25
FUR-FU-10000422,Furniture,Furnishings,5,878.6669999999999,18,28.166999999999998,59.97
FUR-FU-10000432,Furniture,Furnishings,4,700.848,13,171.618,163.69
FUR-FU-10000444,Furniture,Furnishings,2,79.96799999999999,4,10.968,5.81
FUR-FU-10000448,Furniture,Furnishings,4,175.78,11,8.789,16.92
FUR-FU-10000468,Furniture,Furnishings,7,2682.12,26,179.10000000000002,298.13
FUR-FU-10000481,Furniture,Furnishings,3,157.3,7,-36.6,27.08
FUR-FU-10000482,Furniture,Furnishings,5,700.9485,14,106.2285,86.37
FUR-FU-10000483,Furniture,Furnishings,1,100.864,8,-60.576,9.78
FUR-FU-10000488,Furniture,Furnishings,7,318.93600000000004,32,65.496,40.370000000000005
FUR-FU-10000490,Furniture,Furnishings,3,158.8,12,19.6,13.12
FUR-FU-10000496,Furniture,Furnishings,7,1287.7608,26,507.7608,127.3
FUR-FU-10000499,Furniture,Furnishings,4,139.26,13,37.08,33.67
FUR-FU-10000502,Furniture,Furnishings,4,452.78999999999996,20,-523.41,38.41
FUR-FU-10000507,Furniture,Furnishings,1,31.14,1,-2.1,1.76
FUR-FU-10000514,Furniture,Furnishings,3,237.44400000000002,6,64.644,36.64
FUR-FU-10000516,Furniture,Furnishings,3,343.0,15,75.39999999999999,43.19
FUR-FU-10000521,Furniture,Furnishings,4,357.948,13,94.7682,37.57
FUR-FU-10000526,Furniture,Furnishings,4,1424.031,14,569.331,121.53
FUR-FU-10000541,Furniture,Furnishings,4,1518.7188,17,119.78880000000001,77.78999999999999
FUR-FU-10000546,Furniture,Furnishings,1,26.016,2,-14.984,1.43
FUR-FU-10000548,Furniture,Furnishings,3,143.811,6,48.411,15.620000000000001
FUR-FU-10000550,Furniture,Furnishings,6,72.708,19,9.3126,5.61
FUR-FU-10000556,Furniture,Furnishings,6,357.82320000000004,26,4.4832,22.25
FUR-FU-10000567,Furniture,Furnishings,5,368.406,22,168.426,31.86
FUR-FU-10000576,Furniture,Furnishings,5,3861.056,23,289.57919999999996,499.33000000000004
FUR-FU-10000585,Furniture,Furnishings,6,152.4,16,-46.96,20.4
FUR-FU-10000605,Furniture,Furnishings,4,184.632,10,80.83200000000001,16.81
FUR-FU-10000606,Furniture,Furnishings,3,575.4168000000001,13,180.73680000000002,87.06
FUR-FU-10000612,Furniture,Furnishings,2,483.91200000000003,5,-38.538000000000004,42.8
FUR-FU-10000620,Furniture,Furnishings,7,925.02,18,267.84000000000003,144.27
